번호,시퀀스,모델명,지역,가격,시세안심지수,번호판,연식,주행거리,연료,변속기,색상,사진
684,26716777,BMW M시리즈 M4 컨버터블 M 퍼포먼스 사일렌서 에디션 F82,경기,"4,250만원",낮음,228루8219,17년01월(16년형),"72,038km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26716777_29534406521371717.jpeg?width=320
685,26716776,BMW 올 뉴 Z4 sDrive 20i M 스포츠 라인,경기,"4,250만원",적정,117조2881,20년04월(20년형),"70,850km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26716776_29534394623100529.jpeg?width=320
686,26583745,포르쉐 718 박스터 2.0,경기,"5,299만원",적정,145거9747,18년01월(18년형),"72,016km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2658/26583745_25718342242368887.jpeg?width=320
687,26698319,BMW M시리즈 M2 쿠페 Competition(F87),서울,"4,390만원",적정,164노7720,19년06월(19년형),"63,859km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2669/26698319_28744248381929495.jpeg?width=320
688,26716522,BMW 8시리즈 (G15) 840d xDrive Gran Coupe M Sport Package,경기,"6,080만원",적정,144고8889,19년11월(20년형),"120,986km",디젤,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26716522_29531110866699515.jpeg?width=320
689,26716500,BMW 올 뉴 Z4 sDrive 20i M 스포츠 라인,경기,"4,150만원",적정,324다6501,19년04월(19년형),"83,802km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26716500_29530998148225735.jpeg?width=320
690,26715608,맥라렌 570S 3.8 스파이더 기본형,인천,"17,900만원",낮음,211노7741,17년12월(18년형),"40,000km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26715608_29524353670155559.jpg?width=320
691,26689460,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,광주,"8,200만원",적정,148러5373,20년05월(20년형),"24,503km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2668/26689460_28567695236398611.jpeg?width=320
692,26071674,BMW M시리즈 M5 세단 F10(12~),대구,"2,590만원",적정,69무9900,13년07월(13년형),"104,652km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2607/26071674_13185233611636822.jpg?width=320
693,25878006,애스턴마틴 라피드 6.0,인천,"7,340만원",낮음,148도5794,15년03월(15년형),"40,601km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2587/25878006_9216478938941045.jpeg?width=320
694,26711666,포르쉐 718 박스터 2.5 S,경기,"4,990만원",낮음,334노5815,17년08월(17년형),"89,274km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26711666_29018012159764426.jpeg?width=320
695,26677524,포드 올뉴머스탱 쿠페 프리미엄,인천,"2,999만원",적정,363러7661,21년08월(21년형),"17,363km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2667/26677524_28212065407387726.jpeg?width=320
696,26541934,포드 머스탱 쿠페,경기,680만원,적정,05보2316,10년04월(10년형),"167,160km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2654/26541934_24601194388064871.jpeg?width=320
697,26379967,BMW M시리즈 M5 세단 F10(12~),경기,"2,150만원",적정,120다9993,14년06월(14년형),"174,056km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2637/26379967_20805108023327542.jpeg?width=320
698,26712870,닷지 챌린저 6.4 SRT,경기,"7,000만원",적정,61두1884,19년09월(18년형),"50,422km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26712870_29127223372722915.jpeg?width=320
699,26712401,포드 올뉴머스탱 쿠페 프리미엄,부산,"2,600만원",적정,28조7793,19년05월(19년형),"46,828km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26712401_29082607275891487.jpeg?width=320
700,26509669,포드 머스탱 컨버티블,경기,"1,350만원",적정,16노9483,13년11월(14년형),"155,840km",가솔린,오토,빨강,https://img.kbchachacha.com/IMG/carimg/l/img10/img2650/26509669_23812668236252028.jpeg?width=320
701,26711722,BMW M시리즈 XM Black Line,경기,"16,600만원",적정,152거9804,24년08월(23년형),"5,358km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26711722_29021834128255738.jpg?width=320
702,26711714,BMW M시리즈 M4 쿠페 Competition M xDrive (G82),경기,"8,950만원",낮음,209어8194,24년03월(24년형),"4,615km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26711714_29021211598986673.jpg?width=320
703,26115298,포르쉐 911(992) Carrera 4S,경기,"14,350만원",적정,295주2515,20년03월(20년형),"48,714km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2611/26115298_14221866907174520.jpeg?width=320
704,26111194,포르쉐 718 박스터 2.5 GTS,경기,"6,950만원",적정,174노2000,19년08월(19년형),"76,219km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2611/26111194_14142689265594419.jpeg?width=320
705,26711147,벤츠 뉴 CL클래스 CL63 AMG C216,경기,"1,630만원",적정,31수9109,07년07월(07년형),"173,561km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26711147_28997348176417620.jpeg?width=320
706,26711070,벤츠 뉴 CL클래스 CL63 AMG C216,서울,"2,980만원",낮음,12오3575,11년10월(12년형),"68,061km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26711070_28996594215277562.jpg?width=320
707,26347160,포르쉐 박스터 2.7 987(05년~08년),충북,"4,570만원",적정,253오2944,15년06월(15년형),"81,739km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2634/26347160_20094637197520106.jpeg?width=320
708,26679874,포르쉐 뉴 911 카레라 4S 카브리올레 991(13년~),경기,"9,490만원",낮음,22모5018,16년12월(17년형),"64,434km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2667/26679874_28239742879840369.jpg?width=320
709,26126967,포르쉐 박스터 S 3.4 987(09년~11년),경기,"4,450만원",적정,28우4823,14년09월(15년형),"40,363km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2612/26126967_14412408647943645.jpeg?width=320
710,26324066,포드 머스탱 쿠페,경기,"1,950만원",적정,55보0763,16년04월(16년형),"73,642km",가솔린,오토,검정,https://img.kbchachacha.com/IMG/carimg/l/img02/img2632/26324066_19323509009818403.jpeg?width=320
711,26708619,BMW 8시리즈 (G15) M850i xDrive Gran Coupe 기본형,경기,"10,100만원",적정,152거9824,24년08월(24년형),"4,602km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2670/26708619_28932716785090160.jpg?width=320
712,25856579,포르쉐 뉴 박스터 3.4 GTS,경기,"5,990만원",낮음,67로0947,16년03월(16년형),"63,981km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2585/25856579_8689642099919452.jpeg?width=320
713,25984201,BMW 올 뉴 Z4 M40i,경기,"5,790만원",적정,373도3003,21년11월(22년형),"47,106km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2598/25984201_11371840936579610.jpeg?width=320
714,26477349,포드 머스탱 GT 컨버터블,경기,"5,390만원",낮음,323도3066,22년09월(22년형),"64,784km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img07/img2647/26477349_23124151403961398.jpeg?width=320
715,26614481,BMW M시리즈 M4 쿠페 F82 (14~),경기,"2,899만원",적정,01러0707,15년12월(16년형),"84,750km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2661/26614481_26516701140726624.jpeg?width=320
716,26707558,벤츠 AMG GT GT 4door 63 S 4MATIC+ 기본형,경기,"9,490만원",낮음,267보6856,19년12월(19년형),"53,909km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2670/26707558_28924561980325424.jpeg?width=320
717,26446383,BMW 뉴 Z4 sDrive35i E89,경기,"1,550만원",적정,46라1730,10년04월(09년형),"118,461km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2644/26446383_22598925863741350.jpeg?width=320
718,26229911,포드 올뉴머스탱 컨버터블 프리미엄,경기,"2,600만원",적정,310어7122,16년09월(17년형),"86,484km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2622/26229911_16746267153369867.jpeg?width=320
719,26705312,BMW M시리즈 X3 M Competition F97(19~),부산,"9,000만원",낮음,148모5617,24년02월(24년형),"9,617km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2670/26705312_28855173767992007.jpg?width=320
720,26650740,벤츠 AMG GT GT 4door 43 4MATIC+ Dynamic,경기,"10,400만원",적정,132누3485,23년03월(23년형),"31,420km",하이브리드(가솔린),오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2665/26650740_27529960083320376.jpg?width=320
721,26498686,포르쉐 뉴 911 타르가 4 991(14년~),경기,"10,500만원",적정,352더8008,16년06월(17년형),"64,412km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2649/26498686_23478129488740986.jpg?width=320
722,26704616,아우디 TT(8S) 쿠페 45 TFSI 콰트로,경기,"2,970만원",낮음,45저0494,16년01월(16년형),"65,204km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2670/26704616_28848625678094778.jpeg?width=320
723,26704475,포르쉐 911(992) Turbo S,경기,"23,500만원",적정,383너4343,21년07월(21년형),"18,733km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2670/26704475_28842341346596849.jpeg?width=320
724,26703193,포르쉐 911(992) Carrera Cabriolet,경기,"19,000만원",적정,116더9785,24년02월(24년형),"10,800km",가솔린,오토,진분홍(루비스타),https://img.kbchachacha.com/IMG/carimg/l/img10/img2670/26703193_28822572362918968.png?width=320
725,26684281,포르쉐 911 카레라 4S 카리브올레 997,경기,"5,290만원",낮음,15수9911,07년10월(07년형),"101,556km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2668/26684281_28831111900264545.jpg?width=320
726,26387561,포드 올뉴머스탱 컨버터블 프리미엄,경기,"2,750만원",적정,395노3476,19년07월(19년형),"97,326km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26387561_20958459084763977.jpeg?width=320
727,26702635,포드 올뉴머스탱 쿠페 프리미엄,경기,"3,499만원",적정,384루7415,21년03월(21년형),"37,798km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2670/26702635_28827676248798793.jpeg?width=320
728,26702150,BMW M시리즈 M4 쿠페 Competition M xDrive (G82),경기,"9,090만원",낮음,122버3599,23년04월(23년형),"31,553km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2670/26702150_28818155103381806.jpeg?width=320
729,26701972,벤츠 AMG GT GT 4door 43 4MATIC+,경기,"6,350만원",적정,288거3117,20년10월(20년형),"106,937km",하이브리드(가솔린),오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2670/26701972_28817806263277122.jpg?width=320
730,26636179,BMW M시리즈 M3 세단 F80 (14~21),충북,"3,450만원",적정,48다1834,14년12월(15년형),"115,591km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2663/26636179_27117731645710733.jpeg?width=320
731,26699853,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,서울,"7,000만원",낮음,155라6395,20년03월(20년형),"2,999km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2669/26699853_28756173776802065.jpg?width=320
732,26085860,BMW M시리즈 M4 쿠페 Competition (F82),경기,"3,700만원",적정,114누4204,17년05월(17년형),"93,064km",가솔린,오토,황금색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2608/26085860_13541301565503187.jpeg?width=320
733,26367012,아우디 R8 5.2 V10 스파이더 (13년~),경기,"6,400만원",적정,11고7114,14년03월(14년형),"169,000km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2636/26367012_20432394139237516.jpeg?width=320
734,26696453,포르쉐 911(992) Carrera S Cabriolet,경기,"12,990만원",낮음,395노2650,24년09월(20년형),"42,369km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2669/26696453_28697191367352487.jpeg?width=320
735,26696019,벤츠 뉴 SLK클래스 SLK350 AMG,경기,"1,400만원",적정,109모7224,08년08월(09년형),"120,442km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2669/26696019_28677149389070752.jpeg?width=320
736,26695047,포드 올뉴머스탱 쿠페 프리미엄,경기,"2,560만원",적정,282루2549,19년02월(19년형),"75,436km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2669/26695047_28666541843054100.jpeg?width=320
737,26683457,BMW 뉴 Z4 sDrive35i E89,경기,"1,350만원",적정,47더4329,10년02월(09년형),"188,531km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2668/26683457_28319221714486158.jpeg?width=320
738,26694219,포드 올뉴머스탱 GT 컨버터블 프리미엄,경기,"5,270만원",적정,348부8373,23년06월(23년형),"22,797km",가솔린,오토,검정,https://img.kbchachacha.com/IMG/carimg/l/img09/img2669/26694219_28802347552205378.jpeg?width=320
739,26620691,벤츠 뉴 SLK클래스 SLK200 블루이피션시,경기,"1,150만원",적정,36소5522,12년03월(12년형),"126,914km",가솔린,오토,검정,https://img.kbchachacha.com/IMG/carimg/l/img02/img2662/26620691_27423542399291447.jpeg?width=320
740,26693494,포드 올뉴머스탱 쿠페 프리미엄,경기,"3,190만원",적정,161고9777,21년04월(21년형),"48,640km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2669/26693494_28653767520363404.jpg?width=320
741,26693241,포르쉐 카이맨 2.9 987C,경기,"2,399만원",낮음,19노6704,12년05월(10년형),"89,959km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2669/26693241_29950090753075609.jpeg?width=320
742,26589772,아우디 TT(8J) 쿠페 2.0 TFSI 8J,인천,750만원,낮음,127루6049,08년11월(08년형),"193,864km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2658/26589772_25818949932694365.jpeg?width=320
743,24956711,포르쉐 뉴 911 카레라 4 카브리올레 블랙에디션 991(15~),경기,"13,200만원",적정,29로9119,18년04월(18년형),"50,867km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2495/24956711_22616942623453613.jpeg?width=320
744,26528452,람보르기니 가야르도 LP560-4 기본형,경기,"7,030만원",적정,184우2222,13년05월(13년형),"84,571km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2652/26528452_24346020168813966.jpeg?width=320
745,26691283,포드 올뉴머스탱 컨버터블 프리미엄,경기,"3,249만원",적정,332보3520,21년09월(21년형),"62,736km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2669/26691283_28593348016732395.jpeg?width=320
746,26690175,포드 올뉴머스탱 GT 컨버터블 프리미엄,경기,"2,080만원",낮음,53모0661,16년02월(16년형),"109,020km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2669/26690175_28575339926849089.jpeg?width=320
747,26173309,포르쉐 718 박스터 2.0,경기,"4,050만원",적정,348라9310,18년07월(18년형),"127,187km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2617/26173309_15543439969658598.jpeg?width=320
748,26490179,맥라렌 600LT 3.8 스파이더 -,경기,"21,400만원",적정,165서9996,19년08월(20년형),"22,573km",가솔린,오토,보라색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2649/26490179_23316008867365284.jpeg?width=320
749,26646356,포르쉐 뉴 911 카레라 S 991(13년~),경기,"7,690만원",적정,29마9444,17년07월(17년형),"51,294km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2664/26646356_27444553660517194.jpeg?width=320
750,26554000,벤츠 AMG GT GT 4door 63 S 4MATIC+ 기본형,경기,"10,200만원",낮음,158구3138,19년09월(19년형),"43,252km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2655/26554000_24962996091264618.jpeg?width=320
751,24817342,맥라렌 GT 4.0 기본형,경기,"17,500만원",낮음,289거4824,19년12월(20년형),"10,442km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2481/24817342_1524349267887200.jpeg?width=320
752,26688195,포드 머스탱 컨버티블,경기,"3,100만원",적정,33루2405,19년06월(19년형),"37,127km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2668/26688195_28550184565368251.jpeg?width=320
753,26593869,BMW M시리즈 M4 컨버터블 Competition M xDrive G82,경남,"9,600만원",적정,294머4811,22년11월(23년형),"8,473km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2659/26593869_25906421644431992.jpg?width=320
754,26540395,BMW 올 뉴 Z4 M40i,경남,"6,550만원",적정,321루4190,23년05월(23년형),"11,423km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2654/26540395_24590706340086213.jpg?width=320
